area,date,interest,sealy,isPartial,brand,super_brand,year,month,week,is_zero
ZA,2019-03-31,0,19,False,Rest Assured,competitor_brand,2019,3,13,1
ZA,2019-03-31,9,19,False,Serta,competitor_brand,2019,3,13,0
ZA,2019-03-31,9,19,False,Simmons,competitor_brand,2019,3,13,0
ZA,2019-03-31,9,19,False,Tempur,competitor_brand,2019,3,13,0
ZA,2019-03-31,0,19,False,Dreamland,competitor_brand,2019,3,13,1
ZA,2019-03-31,0,19,False,Dunlopillo,competitor_brand,2019,3,13,1
ZA,2019-03-31,9,19,False,Forty Winks,competitor_brand,2019,3,13,0
ZA,2019-03-31,14,14,False,Sleepmasters,competitor_brand,2019,3,13,0
ZA,2019-03-31,49,4,False,mattress,other,2019,3,13,0
ZA,2019-03-31,49,2,False,bed,other,2019,3,13,0
ZA,2019-04-07,0,0,False,Sealy,own,2019,4,14,1
ZA,2019-04-07,0,0,False,Edblo,own,2019,4,14,1
ZA,2019-04-07,0,0,False,King Koil,own,2019,4,14,1
ZA,2019-04-07,0,0,False,King Coil,own,2019,4,14,1
ZA,2019-04-07,0,0,False,Slumber Land,own,2019,4,14,1
ZA,2019-04-07,0,0,False,sealy posturepedic,own,2019,4,14,1
ZA,2019-04-07,0,0,False,Slumberland,own,2019,4,14,1
ZA,2019-04-07,0,0,False,Ashleigh's,competitor_brand,2019,4,14,1
ZA,2019-04-07,0,0,False,Ashleighs,competitor_brand,2019,4,14,1
ZA,2019-04-07,0,0,False,Forgeron,competitor_brand,2019,4,14,1
ZA,2019-04-07,19,0,False,Restonic,competitor_brand,2019,4,14,0
ZA,2019-04-07,0,0,False,Cloud 9,competitor_brand,2019,4,14,1
ZA,2019-04-07,0,0,False,Cloud Nine,competitor_brand,2019,4,14,1
ZA,2019-04-07,10,0,False,Rest Assured,competitor_brand,2019,4,14,0
ZA,2019-04-07,0,0,False,Serta,competitor_brand,2019,4,14,1
ZA,2019-04-07,10,0,False,Simmons,competitor_brand,2019,4,14,0
ZA,2019-04-07,10,0,False,Tempur,competitor_brand,2019,4,14,0
ZA,2019-04-07,0,0,False,Dreamland,competitor_brand,2019,4,14,1
ZA,2019-04-07,0,0,False,Dunlopillo,competitor_brand,2019,4,14,1
ZA,2019-04-07,10,0,False,Forty Winks,competitor_brand,2019,4,14,0
ZA,2019-04-07,0,0,False,Sleepmasters,competitor_brand,2019,4,14,1
ZA,2019-04-07,33,0,False,mattress,other,2019,4,14,0
ZA,2019-04-07,53,0,False,bed,other,2019,4,14,0
ZA,2019-04-14,51,51,False,Sealy,own,2019,4,15,0
ZA,2019-04-14,21,51,False,Edblo,own,2019,4,15,0
ZA,2019-04-14,0,51,False,King Koil,own,2019,4,15,1
ZA,2019-04-14,0,51,False,King Coil,own,2019,4,15,1
ZA,2019-04-14,0,51,False,Slumber Land,own,2019,4,15,1
ZA,2019-04-14,0,51,False,sealy posturepedic,own,2019,4,15,1
ZA,2019-04-14,10,51,False,Slumberland,own,2019,4,15,0
ZA,2019-04-14,0,51,False,Ashleigh's,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Ashleighs,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Forgeron,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Restonic,competitor_brand,2019,4,15,1
ZA,2019-04-14,10,51,False,Cloud 9,competitor_brand,2019,4,15,0
ZA,2019-04-14,0,51,False,Cloud Nine,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Rest Assured,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Serta,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Simmons,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Tempur,competitor_brand,2019,4,15,1
ZA,2019-04-14,0,51,False,Dreamland,competitor_brand,2019,4,15,1
ZA,2019-04-14,10,51,False,Dunlopillo,competitor_brand,2019,4,15,0
ZA,2019-04-14,0,51,False,Forty Winks,competitor_brand,2019,4,15,1
ZA,2019-04-14,8,39,False,Sleepmasters,competitor_brand,2019,4,15,0
