,area,date,interest,isPartial,brand,year,month,week,is_zero,estimated_min_interest,estimated_interest
7683,ZA-LP,2020-10-04,0,False,Sleepmasters,2020,10,40,1,3.5,3.5
7684,ZA-LP,2020-10-11,0,False,Sleepmasters,2020,10,41,1,3.5,3.5
7685,ZA-LP,2020-10-18,0,False,Sleepmasters,2020,10,42,1,3.5,3.5
7686,ZA-LP,2020-10-25,46,False,Sleepmasters,2020,10,43,0,3.5,46.0
7687,ZA-LP,2020-11-01,0,False,Sleepmasters,2020,11,44,1,3.5,3.5
7688,ZA-LP,2020-11-08,47,False,Sleepmasters,2020,11,45,0,3.5,47.0
7689,ZA-LP,2020-11-15,0,False,Sleepmasters,2020,11,46,1,3.5,3.5
7690,ZA-LP,2020-11-22,0,False,Sleepmasters,2020,11,47,1,3.5,3.5
7691,ZA-LP,2020-11-29,0,False,Sleepmasters,2020,11,48,1,3.5,3.5
7692,ZA-LP,2020-12-06,0,False,Sleepmasters,2020,12,49,1,3.5,3.5
7693,ZA-LP,2020-12-13,47,False,Sleepmasters,2020,12,50,0,3.5,47.0
7694,ZA-LP,2020-12-20,0,False,Sleepmasters,2020,12,51,1,3.5,3.5
7695,ZA-LP,2020-12-27,0,False,Sleepmasters,2020,12,52,1,3.5,3.5
7696,ZA-MP,2020-01-05,0,False,Sleepmasters,2020,1,1,1,3.5,3.5
7697,ZA-MP,2020-01-12,0,False,Sleepmasters,2020,1,2,1,3.5,3.5
7698,ZA-MP,2020-01-19,0,False,Sleepmasters,2020,1,3,1,3.5,3.5
7699,ZA-MP,2020-01-26,0,False,Sleepmasters,2020,1,4,1,3.5,3.5
7700,ZA-MP,2020-02-02,0,False,Sleepmasters,2020,2,5,1,3.5,3.5
7701,ZA-MP,2020-02-09,58,False,Sleepmasters,2020,2,6,0,3.5,58.0
7702,ZA-MP,2020-02-16,0,False,Sleepmasters,2020,2,7,1,3.5,3.5
7703,ZA-MP,2020-02-23,55,False,Sleepmasters,2020,2,8,0,3.5,55.0
7704,ZA-MP,2020-03-01,0,False,Sleepmasters,2020,3,9,1,3.5,3.5
7705,ZA-MP,2020-03-08,0,False,Sleepmasters,2020,3,10,1,3.5,3.5
7706,ZA-MP,2020-03-15,0,False,Sleepmasters,2020,3,11,1,3.5,3.5
7707,ZA-MP,2020-03-22,0,False,Sleepmasters,2020,3,12,1,3.5,3.5
7708,ZA-MP,2020-03-29,0,False,Sleepmasters,2020,3,13,1,3.5,3.5
7709,ZA-MP,2020-04-05,0,False,Sleepmasters,2020,4,14,1,3.5,3.5
7710,ZA-MP,2020-04-12,0,False,Sleepmasters,2020,4,15,1,3.5,3.5
7711,ZA-MP,2020-04-19,0,False,Sleepmasters,2020,4,16,1,3.5,3.5
7712,ZA-MP,2020-04-26,0,False,Sleepmasters,2020,4,17,1,3.5,3.5
7713,ZA-MP,2020-05-03,0,False,Sleepmasters,2020,5,18,1,3.5,3.5
7714,ZA-MP,2020-05-10,0,False,Sleepmasters,2020,5,19,1,3.5,3.5
7715,ZA-MP,2020-05-17,0,False,Sleepmasters,2020,5,20,1,3.5,3.5
7716,ZA-MP,2020-05-24,100,False,Sleepmasters,2020,5,21,0,3.5,100.0
7717,ZA-MP,2020-05-31,0,False,Sleepmasters,2020,5,22,1,3.5,3.5
7718,ZA-MP,2020-06-07,0,False,Sleepmasters,2020,6,23,1,3.5,3.5
7719,ZA-MP,2020-06-14,0,False,Sleepmasters,2020,6,24,1,3.5,3.5
7720,ZA-MP,2020-06-21,49,False,Sleepmasters,2020,6,25,0,3.5,49.0
7721,ZA-MP,2020-06-28,0,False,Sleepmasters,2020,6,26,1,3.5,3.5
7722,ZA-MP,2020-07-05,48,False,Sleepmasters,2020,7,27,0,3.5,48.0
7723,ZA-MP,2020-07-12,52,False,Sleepmasters,2020,7,28,0,3.5,52.0
7724,ZA-MP,2020-07-19,0,False,Sleepmasters,2020,7,29,1,3.5,3.5
7725,ZA-MP,2020-07-26,0,False,Sleepmasters,2020,7,30,1,3.5,3.5
7726,ZA-MP,2020-08-02,0,False,Sleepmasters,2020,8,31,1,3.5,3.5
7727,ZA-MP,2020-08-09,0,False,Sleepmasters,2020,8,32,1,3.5,3.5
7728,ZA-MP,2020-08-16,0,False,Sleepmasters,2020,8,33,1,3.5,3.5
7729,ZA-MP,2020-08-23,0,False,Sleepmasters,2020,8,34,1,3.5,3.5
7730,ZA-MP,2020-08-30,0,False,Sleepmasters,2020,8,35,1,3.5,3.5
7731,ZA-MP,2020-09-06,46,False,Sleepmasters,2020,9,36,0,3.5,46.0
7732,ZA-MP,2020-09-13,0,False,Sleepmasters,2020,9,37,1,3.5,3.5
7733,ZA-MP,2020-09-20,96,False,Sleepmasters,2020,9,38,0,3.5,96.0
7734,ZA-MP,2020-09-27,0,False,Sleepmasters,2020,9,39,1,3.5,3.5
7735,ZA-MP,2020-10-04,0,False,Sleepmasters,2020,10,40,1,3.5,3.5
7736,ZA-MP,2020-10-11,48,False,Sleepmasters,2020,10,41,0,3.5,48.0
7737,ZA-MP,2020-10-18,0,False,Sleepmasters,2020,10,42,1,3.5,3.5
7738,ZA-MP,2020-10-25,0,False,Sleepmasters,2020,10,43,1,3.5,3.5
7739,ZA-MP,2020-11-01,0,False,Sleepmasters,2020,11,44,1,3.5,3.5
7740,ZA-MP,2020-11-08,0,False,Sleepmasters,2020,11,45,1,3.5,3.5
7741,ZA-MP,2020-11-15,0,False,Sleepmasters,2020,11,46,1,3.5,3.5
7742,ZA-MP,2020-11-22,0,False,Sleepmasters,2020,11,47,1,3.5,3.5
7743,ZA-MP,2020-11-29,46,False,Sleepmasters,2020,11,48,0,3.5,46.0
7744,ZA-MP,2020-12-06,0,False,Sleepmasters,2020,12,49,1,3.5,3.5
7745,ZA-MP,2020-12-13,51,False,Sleepmasters,2020,12,50,0,3.5,51.0
7746,ZA-MP,2020-12-20,0,False,Sleepmasters,2020,12,51,1,3.5,3.5
7747,ZA-MP,2020-12-27,0,False,Sleepmasters,2020,12,52,1,3.5,3.5
7748,ZA-NW,2020-01-05,0,False,Sleepmasters,2020,1,1,1,3.5,3.5
7749,ZA-NW,2020-01-12,59,False,Sleepmasters,2020,1,2,0,3.5,59.0
7750,ZA-NW,2020-01-19,0,False,Sleepmasters,2020,1,3,1,3.5,3.5
7751,ZA-NW,2020-01-26,0,False,Sleepmasters,2020,1,4,1,3.5,3.5
7752,ZA-NW,2020-02-02,0,False,Sleepmasters,2020,2,5,1,3.5,3.5
7753,ZA-NW,2020-02-09,0,False,Sleepmasters,2020,2,6,1,3.5,3.5
7754,ZA-NW,2020-02-16,0,False,Sleepmasters,2020,2,7,1,3.5,3.5
7755,ZA-NW,2020-02-23,0,False,Sleepmasters,2020,2,8,1,3.5,3.5
7756,ZA-NW,2020-03-01,51,False,Sleepmasters,2020,3,9,0,3.5,51.0
7757,ZA-NW,2020-03-08,0,False,Sleepmasters,2020,3,10,1,3.5,3.5
7758,ZA-NW,2020-03-15,0,False,Sleepmasters,2020,3,11,1,3.5,3.5
7759,ZA-NW,2020-03-22,0,False,Sleepmasters,2020,3,12,1,3.5,3.5
7760,ZA-NW,2020-03-29,0,False,Sleepmasters,2020,3,13,1,3.5,3.5
7761,ZA-NW,2020-04-05,0,False,Sleepmasters,2020,4,14,1,3.5,3.5
7762,ZA-NW,2020-04-12,0,False,Sleepmasters,2020,4,15,1,3.5,3.5
7763,ZA-NW,2020-04-19,54,False,Sleepmasters,2020,4,16,0,3.5,54.0
7764,ZA-NW,2020-04-26,0,False,Sleepmasters,2020,4,17,1,3.5,3.5
7765,ZA-NW,2020-05-03,0,False,Sleepmasters,2020,5,18,1,3.5,3.5
7766,ZA-NW,2020-05-10,0,False,Sleepmasters,2020,5,19,1,3.5,3.5
7767,ZA-NW,2020-05-17,0,False,Sleepmasters,2020,5,20,1,3.5,3.5
7768,ZA-NW,2020-05-24,53,False,Sleepmasters,2020,5,21,0,3.5,53.0
7769,ZA-NW,2020-05-31,0,False,Sleepmasters,2020,5,22,1,3.5,3.5
7770,ZA-NW,2020-06-07,0,False,Sleepmasters,2020,6,23,1,3.5,3.5
7771,ZA-NW,2020-06-14,0,False,Sleepmasters,2020,6,24,1,3.5,3.5
7772,ZA-NW,2020-06-21,0,False,Sleepmasters,2020,6,25,1,3.5,3.5
7773,ZA-NW,2020-06-28,100,False,Sleepmasters,2020,6,26,0,3.5,100.0
7774,ZA-NW,2020-07-05,0,False,Sleepmasters,2020,7,27,1,3.5,3.5
7775,ZA-NW,2020-07-12,0,False,Sleepmasters,2020,7,28,1,3.5,3.5
7776,ZA-NW,2020-07-19,0,False,Sleepmasters,2020,7,29,1,3.5,3.5
7777,ZA-NW,2020-07-26,0,False,Sleepmasters,2020,7,30,1,3.5,3.5
7778,ZA-NW,2020-08-02,48,False,Sleepmasters,2020,8,31,0,3.5,48.0
7779,ZA-NW,2020-08-09,0,False,Sleepmasters,2020,8,32,1,3.5,3.5
7780,ZA-NW,2020-08-16,0,False,Sleepmasters,2020,8,33,1,3.5,3.5
7781,ZA-NW,2020-08-23,0,False,Sleepmasters,2020,8,34,1,3.5,3.5
7782,ZA-NW,2020-08-30,0,False,Sleepmasters,2020,8,35,1,3.5,3.5
7783,ZA-NW,2020-09-06,0,False,Sleepmasters,2020,9,36,1,3.5,3.5
7784,ZA-NW,2020-09-13,0,False,Sleepmasters,2020,9,37,1,3.5,3.5
7785,ZA-NW,2020-09-20,0,False,Sleepmasters,2020,9,38,1,3.5,3.5
7786,ZA-NW,2020-09-27,0,False,Sleepmasters,2020,9,39,1,3.5,3.5
7787,ZA-NW,2020-10-04,0,False,Sleepmasters,2020,10,40,1,3.5,3.5
7788,ZA-NW,2020-10-11,0,False,Sleepmasters,2020,10,41,1,3.5,3.5
7789,ZA-NW,2020-10-18,0,False,Sleepmasters,2020,10,42,1,3.5,3.5
7790,ZA-NW,2020-10-25,0,False,Sleepmasters,2020,10,43,1,3.5,3.5
7791,ZA-NW,2020-11-01,0,False,Sleepmasters,2020,11,44,1,3.5,3.5
7792,ZA-NW,2020-11-08,0,False,Sleepmasters,2020,11,45,1,3.5,3.5
7793,ZA-NW,2020-11-15,0,False,Sleepmasters,2020,11,46,1,3.5,3.5
7794,ZA-NW,2020-11-22,0,False,Sleepmasters,2020,11,47,1,3.5,3.5
7795,ZA-NW,2020-11-29,0,False,Sleepmasters,2020,11,48,1,3.5,3.5
7796,ZA-NW,2020-12-06,0,False,Sleepmasters,2020,12,49,1,3.5,3.5
7797,ZA-NW,2020-12-13,56,False,Sleepmasters,2020,12,50,0,3.5,56.0
7798,ZA-NW,2020-12-20,0,False,Sleepmasters,2020,12,51,1,3.5,3.5
7799,ZA-NW,2020-12-27,0,False,Sleepmasters,2020,12,52,1,3.5,3.5
7800,ZA-NC,2020-01-05,0,False,Sleepmasters,2020,1,1,1,3.5,3.5
7801,ZA-NC,2020-01-12,0,False,Sleepmasters,2020,1,2,1,3.5,3.5
7802,ZA-NC,2020-01-19,0,False,Sleepmasters,2020,1,3,1,3.5,3.5
7803,ZA-NC,2020-01-26,0,False,Sleepmasters,2020,1,4,1,3.5,3.5
7804,ZA-NC,2020-02-02,0,False,Sleepmasters,2020,2,5,1,3.5,3.5
7805,ZA-NC,2020-02-09,0,False,Sleepmasters,2020,2,6,1,3.5,3.5
7806,ZA-NC,2020-02-16,0,False,Sleepmasters,2020,2,7,1,3.5,3.5
7807,ZA-NC,2020-02-23,0,False,Sleepmasters,2020,2,8,1,3.5,3.5
7808,ZA-NC,2020-03-01,0,False,Sleepmasters,2020,3,9,1,3.5,3.5
7809,ZA-NC,2020-03-08,0,False,Sleepmasters,2020,3,10,1,3.5,3.5
7810,ZA-NC,2020-03-15,0,False,Sleepmasters,2020,3,11,1,3.5,3.5
7811,ZA-NC,2020-03-22,0,False,Sleepmasters,2020,3,12,1,3.5,3.5
7812,ZA-NC,2020-03-29,0,False,Sleepmasters,2020,3,13,1,3.5,3.5
7813,ZA-NC,2020-04-05,0,False,Sleepmasters,2020,4,14,1,3.5,3.5
7814,ZA-NC,2020-04-12,0,False,Sleepmasters,2020,4,15,1,3.5,3.5
7815,ZA-NC,2020-04-19,0,False,Sleepmasters,2020,4,16,1,3.5,3.5
7816,ZA-NC,2020-04-26,0,False,Sleepmasters,2020,4,17,1,3.5,3.5
7817,ZA-NC,2020-05-03,0,False,Sleepmasters,2020,5,18,1,3.5,3.5
7818,ZA-NC,2020-05-10,0,False,Sleepmasters,2020,5,19,1,3.5,3.5
7819,ZA-NC,2020-05-17,73,False,Sleepmasters,2020,5,20,0,3.5,73.0
7820,ZA-NC,2020-05-24,0,False,Sleepmasters,2020,5,21,1,3.5,3.5
7821,ZA-NC,2020-05-31,0,False,Sleepmasters,2020,5,22,1,3.5,3.5
7822,ZA-NC,2020-06-07,0,False,Sleepmasters,2020,6,23,1,3.5,3.5
7823,ZA-NC,2020-06-14,0,False,Sleepmasters,2020,6,24,1,3.5,3.5
7824,ZA-NC,2020-06-21,0,False,Sleepmasters,2020,6,25,1,3.5,3.5
7825,ZA-NC,2020-06-28,0,False,Sleepmasters,2020,6,26,1,3.5,3.5
7826,ZA-NC,2020-07-05,0,False,Sleepmasters,2020,7,27,1,3.5,3.5
7827,ZA-NC,2020-07-12,0,False,Sleepmasters,2020,7,28,1,3.5,3.5
7828,ZA-NC,2020-07-19,0,False,Sleepmasters,2020,7,29,1,3.5,3.5
7829,ZA-NC,2020-07-26,0,False,Sleepmasters,2020,7,30,1,3.5,3.5
7830,ZA-NC,2020-08-02,0,False,Sleepmasters,2020,8,31,1,3.5,3.5
7831,ZA-NC,2020-08-09,0,False,Sleepmasters,2020,8,32,1,3.5,3.5
7832,ZA-NC,2020-08-16,0,False,Sleepmasters,2020,8,33,1,3.5,3.5
7833,ZA-NC,2020-08-23,0,False,Sleepmasters,2020,8,34,1,3.5,3.5
7834,ZA-NC,2020-08-30,0,False,Sleepmasters,2020,8,35,1,3.5,3.5
7835,ZA-NC,2020-09-06,0,False,Sleepmasters,2020,9,36,1,3.5,3.5
7836,ZA-NC,2020-09-13,0,False,Sleepmasters,2020,9,37,1,3.5,3.5
7837,ZA-NC,2020-09-20,0,False,Sleepmasters,2020,9,38,1,3.5,3.5
7838,ZA-NC,2020-09-27,0,False,Sleepmasters,2020,9,39,1,3.5,3.5
7839,ZA-NC,2020-10-04,0,False,Sleepmasters,2020,10,40,1,3.5,3.5
7840,ZA-NC,2020-10-11,0,False,Sleepmasters,2020,10,41,1,3.5,3.5
7841,ZA-NC,2020-10-18,0,False,Sleepmasters,2020,10,42,1,3.5,3.5
7842,ZA-NC,2020-10-25,0,False,Sleepmasters,2020,10,43,1,3.5,3.5
7843,ZA-NC,2020-11-01,0,False,Sleepmasters,2020,11,44,1,3.5,3.5
7844,ZA-NC,2020-11-08,0,False,Sleepmasters,2020,11,45,1,3.5,3.5
7845,ZA-NC,2020-11-15,0,False,Sleepmasters,2020,11,46,1,3.5,3.5
7846,ZA-NC,2020-11-22,0,False,Sleepmasters,2020,11,47,1,3.5,3.5
7847,ZA-NC,2020-11-29,0,False,Sleepmasters,2020,11,48,1,3.5,3.5
7848,ZA-NC,2020-12-06,0,False,Sleepmasters,2020,12,49,1,3.5,3.5
7849,ZA-NC,2020-12-13,0,False,Sleepmasters,2020,12,50,1,3.5,3.5
7850,ZA-NC,2020-12-20,0,False,Sleepmasters,2020,12,51,1,3.5,3.5
7851,ZA-NC,2020-12-27,0,False,Sleepmasters,2020,12,52,1,3.5,3.5
7852,ZA-WC,2020-01-05,0,False,Sleepmasters,2020,1,1,1,3.5,3.5
7853,ZA-WC,2020-01-12,0,False,Sleepmasters,2020,1,2,1,3.5,3.5
7854,ZA-WC,2020-01-19,49,False,Sleepmasters,2020,1,3,0,3.5,49.0
7855,ZA-WC,2020-01-26,0,False,Sleepmasters,2020,1,4,1,3.5,3.5
7856,ZA-WC,2020-02-02,0,False,Sleepmasters,2020,2,5,1,3.5,3.5
7857,ZA-WC,2020-02-09,0,False,Sleepmasters,2020,2,6,1,3.5,3.5
7858,ZA-WC,2020-02-16,0,False,Sleepmasters,2020,2,7,1,3.5,3.5
7859,ZA-WC,2020-02-23,0,False,Sleepmasters,2020,2,8,1,3.5,3.5
7860,ZA-WC,2020-03-01,46,False,Sleepmasters,2020,3,9,0,3.5,46.0
7861,ZA-WC,2020-03-08,0,False,Sleepmasters,2020,3,10,1,3.5,3.5
7862,ZA-WC,2020-03-15,0,False,Sleepmasters,2020,3,11,1,3.5,3.5
7863,ZA-WC,2020-03-22,48,False,Sleepmasters,2020,3,12,0,3.5,48.0
7864,ZA-WC,2020-03-29,0,False,Sleepmasters,2020,3,13,1,3.5,3.5
7865,ZA-WC,2020-04-05,0,False,Sleepmasters,2020,4,14,1,3.5,3.5
7866,ZA-WC,2020-04-12,50,False,Sleepmasters,2020,4,15,0,3.5,50.0
7867,ZA-WC,2020-04-19,0,False,Sleepmasters,2020,4,16,1,3.5,3.5
7868,ZA-WC,2020-04-26,0,False,Sleepmasters,2020,4,17,1,3.5,3.5
7869,ZA-WC,2020-05-03,0,False,Sleepmasters,2020,5,18,1,3.5,3.5
7870,ZA-WC,2020-05-10,47,False,Sleepmasters,2020,5,19,0,3.5,47.0
7871,ZA-WC,2020-05-17,47,False,Sleepmasters,2020,5,20,0,3.5,47.0
7872,ZA-WC,2020-05-24,93,False,Sleepmasters,2020,5,21,0,3.5,93.0
7873,ZA-WC,2020-05-31,92,False,Sleepmasters,2020,5,22,0,3.5,92.0
7874,ZA-WC,2020-06-07,0,False,Sleepmasters,2020,6,23,1,3.5,3.5
7875,ZA-WC,2020-06-14,97,False,Sleepmasters,2020,6,24,0,3.5,97.0
7876,ZA-WC,2020-06-21,0,False,Sleepmasters,2020,6,25,1,3.5,3.5
7877,ZA-WC,2020-06-28,95,False,Sleepmasters,2020,6,26,0,3.5,95.0
7878,ZA-WC,2020-07-05,0,False,Sleepmasters,2020,7,27,1,3.5,3.5
7879,ZA-WC,2020-07-12,0,False,Sleepmasters,2020,7,28,1,3.5,3.5
7880,ZA-WC,2020-07-19,0,False,Sleepmasters,2020,7,29,1,3.5,3.5
7881,ZA-WC,2020-07-26,49,False,Sleepmasters,2020,7,30,0,3.5,49.0
7882,ZA-WC,2020-08-02,0,False,Sleepmasters,2020,8,31,1,3.5,3.5
7883,ZA-WC,2020-08-09,46,False,Sleepmasters,2020,8,32,0,3.5,46.0
7884,ZA-WC,2020-08-16,0,False,Sleepmasters,2020,8,33,1,3.5,3.5
7885,ZA-WC,2020-08-23,0,False,Sleepmasters,2020,8,34,1,3.5,3.5
7886,ZA-WC,2020-08-30,0,False,Sleepmasters,2020,8,35,1,3.5,3.5
7887,ZA-WC,2020-09-06,0,False,Sleepmasters,2020,9,36,1,3.5,3.5
7888,ZA-WC,2020-09-13,0,False,Sleepmasters,2020,9,37,1,3.5,3.5
7889,ZA-WC,2020-09-20,0,False,Sleepmasters,2020,9,38,1,3.5,3.5
7890,ZA-WC,2020-09-27,48,False,Sleepmasters,2020,9,39,0,3.5,48.0
7891,ZA-WC,2020-10-04,0,False,Sleepmasters,2020,10,40,1,3.5,3.5
7892,ZA-WC,2020-10-11,52,False,Sleepmasters,2020,10,41,0,3.5,52.0
7893,ZA-WC,2020-10-18,0,False,Sleepmasters,2020,10,42,1,3.5,3.5
7894,ZA-WC,2020-10-25,0,False,Sleepmasters,2020,10,43,1,3.5,3.5
7895,ZA-WC,2020-11-01,0,False,Sleepmasters,2020,11,44,1,3.5,3.5
7896,ZA-WC,2020-11-08,50,False,Sleepmasters,2020,11,45,0,3.5,50.0
7897,ZA-WC,2020-11-15,100,False,Sleepmasters,2020,11,46,0,3.5,100.0
7898,ZA-WC,2020-11-22,50,False,Sleepmasters,2020,11,47,0,3.5,50.0
7899,ZA-WC,2020-11-29,0,False,Sleepmasters,2020,11,48,1,3.5,3.5
7900,ZA-WC,2020-12-06,50,False,Sleepmasters,2020,12,49,0,3.5,50.0
7901,ZA-WC,2020-12-13,0,False,Sleepmasters,2020,12,50,1,3.5,3.5
7902,ZA-WC,2020-12-20,0,False,Sleepmasters,2020,12,51,1,3.5,3.5
7903,ZA-WC,2020-12-27,0,False,Sleepmasters,2020,12,52,1,3.5,3.5
7904,ZA,2020-01-05,34,False,OK Furniture,2020,1,1,0,1.5,34.0
7905,ZA,2020-01-12,18,False,OK Furniture,2020,1,2,0,1.5,18.0
7906,ZA,2020-01-19,23,False,OK Furniture,2020,1,3,0,1.5,23.0
7907,ZA,2020-01-26,22,False,OK Furniture,2020,1,4,0,1.5,22.0
7908,ZA,2020-02-02,20,False,OK Furniture,2020,2,5,0,1.5,20.0
7909,ZA,2020-02-09,16,False,OK Furniture,2020,2,6,0,1.5,16.0
7910,ZA,2020-02-16,26,False,OK Furniture,2020,2,7,0,1.5,26.0
7911,ZA,2020-02-23,21,False,OK Furniture,2020,2,8,0,1.5,21.0
7912,ZA,2020-03-01,26,False,OK Furniture,2020,3,9,0,1.5,26.0
7913,ZA,2020-03-08,21,False,OK Furniture,2020,3,10,0,1.5,21.0
7914,ZA,2020-03-15,30,False,OK Furniture,2020,3,11,0,1.5,30.0
7915,ZA,2020-03-22,15,False,OK Furniture,2020,3,12,0,1.5,15.0
7916,ZA,2020-03-29,11,False,OK Furniture,2020,3,13,0,1.5,11.0
7917,ZA,2020-04-05,20,False,OK Furniture,2020,4,14,0,1.5,20.0
7918,ZA,2020-04-12,19,False,OK Furniture,2020,4,15,0,1.5,19.0
7919,ZA,2020-04-19,15,False,OK Furniture,2020,4,16,0,1.5,15.0
7920,ZA,2020-04-26,35,False,OK Furniture,2020,4,17,0,1.5,35.0
7921,ZA,2020-05-03,28,False,OK Furniture,2020,5,18,0,1.5,28.0
7922,ZA,2020-05-10,33,False,OK Furniture,2020,5,19,0,1.5,33.0
7923,ZA,2020-05-17,41,False,OK Furniture,2020,5,20,0,1.5,41.0
7924,ZA,2020-05-24,48,False,OK Furniture,2020,5,21,0,1.5,48.0
7925,ZA,2020-05-31,63,False,OK Furniture,2020,5,22,0,1.5,63.0
7926,ZA,2020-06-07,43,False,OK Furniture,2020,6,23,0,1.5,43.0
7927,ZA,2020-06-14,35,False,OK Furniture,2020,6,24,0,1.5,35.0
7928,ZA,2020-06-21,62,False,OK Furniture,2020,6,25,0,1.5,62.0
7929,ZA,2020-06-28,49,False,OK Furniture,2020,6,26,0,1.5,49.0
7930,ZA,2020-07-05,36,False,OK Furniture,2020,7,27,0,1.5,36.0
7931,ZA,2020-07-12,28,False,OK Furniture,2020,7,28,0,1.5,28.0
7932,ZA,2020-07-19,37,False,OK Furniture,2020,7,29,0,1.5,37.0
7933,ZA,2020-07-26,45,False,OK Furniture,2020,7,30,0,1.5,45.0
7934,ZA,2020-08-02,43,False,OK Furniture,2020,8,31,0,1.5,43.0
7935,ZA,2020-08-09,33,False,OK Furniture,2020,8,32,0,1.5,33.0
7936,ZA,2020-08-16,42,False,OK Furniture,2020,8,33,0,1.5,42.0
7937,ZA,2020-08-23,26,False,OK Furniture,2020,8,34,0,1.5,26.0
7938,ZA,2020-08-30,48,False,OK Furniture,2020,8,35,0,1.5,48.0
7939,ZA,2020-09-06,31,False,OK Furniture,2020,9,36,0,1.5,31.0
7940,ZA,2020-09-13,34,False,OK Furniture,2020,9,37,0,1.5,34.0
7941,ZA,2020-09-20,43,False,OK Furniture,2020,9,38,0,1.5,43.0
7942,ZA,2020-09-27,35,False,OK Furniture,2020,9,39,0,1.5,35.0
7943,ZA,2020-10-04,39,False,OK Furniture,2020,10,40,0,1.5,39.0
7944,ZA,2020-10-11,37,False,OK Furniture,2020,10,41,0,1.5,37.0
7945,ZA,2020-10-18,39,False,OK Furniture,2020,10,42,0,1.5,39.0
7946,ZA,2020-10-25,34,False,OK Furniture,2020,10,43,0,1.5,34.0
7947,ZA,2020-11-01,23,False,OK Furniture,2020,11,44,0,1.5,23.0
7948,ZA,2020-11-08,37,False,OK Furniture,2020,11,45,0,1.5,37.0
7949,ZA,2020-11-15,39,False,OK Furniture,2020,11,46,0,1.5,39.0
7950,ZA,2020-11-22,83,False,OK Furniture,2020,11,47,0,1.5,83.0
7951,ZA,2020-11-29,38,False,OK Furniture,2020,11,48,0,1.5,38.0
7952,ZA,2020-12-06,43,False,OK Furniture,2020,12,49,0,1.5,43.0
7953,ZA,2020-12-13,44,False,OK Furniture,2020,12,50,0,1.5,44.0
7954,ZA,2020-12-20,42,False,OK Furniture,2020,12,51,0,1.5,42.0
7955,ZA,2020-12-27,43,False,OK Furniture,2020,12,52,0,1.5,43.0
7956,ZA-EC,2020-01-05,12,False,OK Furniture,2020,1,1,0,1.5,12.0
7957,ZA-EC,2020-01-12,25,False,OK Furniture,2020,1,2,0,1.5,25.0
7958,ZA-EC,2020-01-19,0,False,OK Furniture,2020,1,3,1,1.5,1.5
7959,ZA-EC,2020-01-26,0,False,OK Furniture,2020,1,4,1,1.5,1.5
7960,ZA-EC,2020-02-02,13,False,OK Furniture,2020,2,5,0,1.5,13.0
7961,ZA-EC,2020-02-09,13,False,OK Furniture,2020,2,6,0,1.5,13.0
7962,ZA-EC,2020-02-16,12,False,OK Furniture,2020,2,7,0,1.5,12.0
7963,ZA-EC,2020-02-23,60,False,OK Furniture,2020,2,8,0,1.5,60.0
7964,ZA-EC,2020-03-01,24,False,OK Furniture,2020,3,9,0,1.5,24.0
7965,ZA-EC,2020-03-08,37,False,OK Furniture,2020,3,10,0,1.5,37.0
7966,ZA-EC,2020-03-15,24,False,OK Furniture,2020,3,11,0,1.5,24.0
7967,ZA-EC,2020-03-22,0,False,OK Furniture,2020,3,12,1,1.5,1.5
7968,ZA-EC,2020-03-29,12,False,OK Furniture,2020,3,13,0,1.5,12.0
7969,ZA-EC,2020-04-05,0,False,OK Furniture,2020,4,14,1,1.5,1.5
7970,ZA-EC,2020-04-12,0,False,OK Furniture,2020,4,15,1,1.5,1.5
7971,ZA-EC,2020-04-19,22,False,OK Furniture,2020,4,16,0,1.5,22.0
7972,ZA-EC,2020-04-26,53,False,OK Furniture,2020,4,17,0,1.5,53.0
7973,ZA-EC,2020-05-03,31,False,OK Furniture,2020,5,18,0,1.5,31.0
7974,ZA-EC,2020-05-10,32,False,OK Furniture,2020,5,19,0,1.5,32.0
7975,ZA-EC,2020-05-17,0,False,OK Furniture,2020,5,20,1,1.5,1.5
7976,ZA-EC,2020-05-24,52,False,OK Furniture,2020,5,21,0,1.5,52.0
7977,ZA-EC,2020-05-31,31,False,OK Furniture,2020,5,22,0,1.5,31.0
7978,ZA-EC,2020-06-07,10,False,OK Furniture,2020,6,23,0,1.5,10.0
7979,ZA-EC,2020-06-14,32,False,OK Furniture,2020,6,24,0,1.5,32.0
7980,ZA-EC,2020-06-21,33,False,OK Furniture,2020,6,25,0,1.5,33.0
7981,ZA-EC,2020-06-28,22,False,OK Furniture,2020,6,26,0,1.5,22.0
7982,ZA-EC,2020-07-05,22,False,OK Furniture,2020,7,27,0,1.5,22.0
7983,ZA-EC,2020-07-12,60,False,OK Furniture,2020,7,28,0,1.5,60.0
7984,ZA-EC,2020-07-19,23,False,OK Furniture,2020,7,29,0,1.5,23.0
7985,ZA-EC,2020-07-26,100,False,OK Furniture,2020,7,30,0,1.5,100.0
7986,ZA-EC,2020-08-02,54,False,OK Furniture,2020,8,31,0,1.5,54.0
7987,ZA-EC,2020-08-09,10,False,OK Furniture,2020,8,32,0,1.5,10.0
7988,ZA-EC,2020-08-16,11,False,OK Furniture,2020,8,33,0,1.5,11.0
7989,ZA-EC,2020-08-23,11,False,OK Furniture,2020,8,34,0,1.5,11.0
7990,ZA-EC,2020-08-30,21,False,OK Furniture,2020,8,35,0,1.5,21.0
